store_id,city,region,month,year,quarter,digital_ad_spend_lakh,offline_ad_spend_lakh,store_footfall,gold_price_index,discount_pct,festival_month,returning_customer_pct,inventory_availability_pct,avg_transaction_value_lakh,birthday_customers_count,anniversary_customers_count,wedding_leads_count,noise_lakh,sales_lakh
STR-05,Hyderabad,South,2025-03-01,2025,Q1,5.55,8.7,3437,109.41,3.67,1,55.81,84.85,1.48,25,21,16,6.23,141.08
STR-06,Pune,West,2025-03-01,2025,Q1,8.92,12.06,3356,107.56,10.5,1,69.96,82.7,0.97,50,23,11,-5.69,155.55
STR-07,Kolkata,East,2025-03-01,2025,Q1,14.9,12.94,922,105.27,8.39,1,64.68,97.59,0.85,84,25,19,7.99,153.63
STR-08,Ahmedabad,West,2025-03-01,2025,Q1,10.15,7.4,1528,109.85,11.06,1,62.34,83.65,1.02,83,36,20,1.46,144.48
STR-09,Jaipur,North,2025-03-01,2025,Q1,13.59,9.37,1973,107.49,5.34,1,44.57,80.67,0.82,43,31,29,-1.29,137.38
STR-10,Kochi,South,2025-03-01,2025,Q1,8.87,10.59,3461,100.21,5.16,1,38.73,91.77,0.95,53,38,5,-10.68,139.39
STR-01,Mumbai,West,2025-04-01,2025,Q2,14.89,3.22,957,101.55,8.07,1,48.9,87.3,0.65,74,28,28,9.43,131.33
STR-02,Delhi,North,2025-04-01,2025,Q2,5.19,4.79,2444,105.49,3.5,1,39.71,91.86,1.6,78,16,21,10.88,127.47
STR-03,Bengaluru,South,2025-04-01,2025,Q2,13.4,6.0,3295,103.6,4.24,1,33.75,85.4,1.58,48,24,4,-1.46,137.3
STR-04,Chennai,South,2025-04-01,2025,Q2,15.95,9.1,2542,108.11,9.12,1,35.91,87.98,1.42,69,39,11,-10.98,141.26
STR-05,Hyderabad,South,2025-04-01,2025,Q2,8.8,7.55,1322,101.77,10.24,1,67.18,82.23,1.9,43,31,4,10.2,146.61
STR-06,Pune,West,2025-04-01,2025,Q2,21.18,3.12,3170,109.7,11.06,1,68.89,89.56,0.66,68,11,29,2.73,177.71
STR-07,Kolkata,East,2025-04-01,2025,Q2,15.45,7.17,2559,101.54,9.4,1,34.85,93.33,1.78,55,31,18,0.24,160.0
STR-08,Ahmedabad,West,2025-04-01,2025,Q2,10.31,12.69,1239,103.69,3.75,1,40.34,87.74,1.92,66,31,26,-6.83,126.02
STR-09,Jaipur,North,2025-04-01,2025,Q2,19.61,6.78,1419,102.42,8.19,1,67.21,83.42,1.55,74,36,33,-8.39,155.12
STR-10,Kochi,South,2025-04-01,2025,Q2,6.5,9.74,3130,100.71,6.75,1,60.64,83.99,1.04,38,9,29,0.48,152.45
STR-01,Mumbai,West,2025-05-01,2025,Q2,19.33,7.46,2983,106.51,3.16,0,65.63,88.27,0.76,81,20,8,4.5,134.14
STR-02,Delhi,North,2025-05-01,2025,Q2,5.81,5.87,2082,104.41,6.14,0,51.83,83.87,0.6,24,38,22,-3.03,93.73
STR-03,Bengaluru,South,2025-05-01,2025,Q2,16.07,4.09,1975,102.48,6.57,0,46.97,95.02,1.1,15,46,19,2.24,120.85
STR-04,Chennai,South,2025-05-01,2025,Q2,5.37,8.15,2867,104.21,3.0,0,61.75,97.79,0.58,39,52,22,6.33,117.41
STR-05,Hyderabad,South,2025-05-01,2025,Q2,9.84,10.88,2204,109.29,11.81,0,33.61,87.34,1.34,59,32,8,-3.93,121.32
STR-06,Pune,West,2025-05-01,2025,Q2,21.79,3.16,1102,108.43,5.24,0,50.23,98.54,1.24,46,8,7,-10.76,104.55
STR-07,Kolkata,East,2025-05-01,2025,Q2,21.07,5.66,2951,100.91,6.24,0,67.34,88.55,1.96,50,51,11,0.11,157.88
STR-08,Ahmedabad,West,2025-05-01,2025,Q2,19.61,7.48,1235,108.55,5.9,0,52.17,98.51,0.82,34,39,13,-11.25,111.38
STR-09,Jaipur,North,2025-05-01,2025,Q2,11.66,5.0,2758,101.81,8.75,0,42.01,85.46,1.06,62,21,25,-0.8,132.43
STR-10,Kochi,South,2025-05-01,2025,Q2,11.14,11.53,1044,102.14,11.0,0,45.02,78.82,1.27,55,32,7,-6.28,116.5
STR-01,Mumbai,West,2025-06-01,2025,Q2,17.7,4.31,1671,109.37,8.07,0,58.99,92.99,1.99,71,29,14,-8.09,118.62
STR-02,Delhi,North,2025-06-01,2025,Q2,13.83,8.33,2933,106.13,2.14,0,67.25,83.56,0.61,27,50,7,-6.23,111.01
STR-03,Bengaluru,South,2025-06-01,2025,Q2,9.66,3.33,1816,101.93,5.79,0,46.64,85.12,1.03,34,22,6,-11.4,85.72
STR-04,Chennai,South,2025-06-01,2025,Q2,8.44,10.57,2459,109.29,7.04,0,52.21,84.61,1.67,84,11,26,8.26,132.96
STR-05,Hyderabad,South,2025-06-01,2025,Q2,20.22,7.34,1216,108.06,5.08,0,67.31,79.98,1.99,68,28,27,-9.76,121.47
STR-06,Pune,West,2025-06-01,2025,Q2,16.16,3.34,2639,107.99,8.02,0,64.56,80.06,0.95,68,52,16,-10.98,124.95
STR-07,Kolkata,East,2025-06-01,2025,Q2,12.62,5.65,3426,104.25,10.79,0,42.27,96.77,1.17,42,42,13,0.06,145.68
STR-08,Ahmedabad,West,2025-06-01,2025,Q2,12.1,5.57,1873,101.52,5.52,0,53.5,86.68,1.74,50,51,11,11.27,134.12
STR-09,Jaipur,North,2025-06-01,2025,Q2,18.34,12.68,2404,101.42,7.26,0,38.46,95.18,1.4,73,22,11,10.31,157.79
STR-10,Kochi,South,2025-06-01,2025,Q2,6.96,8.64,1896,100.59,7.98,0,63.0,79.42,1.29,65,21,11,3.91,126.37
STR-01,Mumbai,West,2025-07-01,2025,Q3,7.02,12.37,1579,101.86,5.23,0,54.33,93.08,1.19,77,29,8,-9.5,94.66
STR-02,Delhi,North,2025-07-01,2025,Q3,22.0,7.55,1717,104.82,11.22,0,35.33,80.39,1.9,76,37,32,-4.45,139.77
STR-03,Bengaluru,South,2025-07-01,2025,Q3,11.04,7.52,2818,101.9,10.98,0,41.63,92.81,0.65,44,34,5,3.69,130.4
STR-04,Chennai,South,2025-07-01,2025,Q3,10.76,9.55,2059,109.5,9.49,0,65.3,80.87,1.01,21,50,15,0.89,124.83
STR-05,Hyderabad,South,2025-07-01,2025,Q3,10.05,3.61,2119,102.55,5.86,0,39.48,83.5,1.46,40,22,15,-3.71,104.23
STR-06,Pune,West,2025-07-01,2025,Q3,14.08,10.72,943,105.88,11.66,0,51.84,97.11,1.7,41,23,5,-1.7,125.74
STR-07,Kolkata,East,2025-07-01,2025,Q3,16.87,12.87,2982,100.93,7.62,0,36.81,93.78,1.29,47,11,25,8.86,158.5
STR-08,Ahmedabad,West,2025-07-01,2025,Q3,15.69,9.12,2060,108.42,10.69,0,33.38,89.68,0.86,67,15,29,3.56,139.17
STR-09,Jaipur,North,2025-07-01,2025,Q3,12.14,4.88,3233,107.04,4.04,0,35.56,96.65,1.66,38,11,9,-4.98,121.87
STR-10,Kochi,South,2025-07-01,2025,Q3,21.53,10.08,2426,103.08,4.99,0,33.5,93.3,0.61,57,48,4,5.51,144.66
STR-01,Mumbai,West,2025-08-01,2025,Q3,21.13,10.57,1448,104.86,6.36,0,44.34,88.96,1.18,48,21,21,9.55,134.16
STR-02,Delhi,North,2025-08-01,2025,Q3,21.92,3.79,1920,101.81,5.52,0,42.92,81.67,1.66,41,45,18,10.06,137.42
STR-03,Bengaluru,South,2025-08-01,2025,Q3,5.55,3.67,969,100.8,4.63,0,69.47,82.39,0.84,43,13,21,-0.05,86.15
STR-04,Chennai,South,2025-08-01,2025,Q3,14.87,6.77,1713,101.39,6.28,0,58.21,96.23,1.09,72,33,21,-10.34,114.21
STR-05,Hyderabad,South,2025-08-01,2025,Q3,7.9,3.69,2244,102.88,9.24,0,34.52,96.11,1.76,65,11,6,-11.43,103.53
STR-06,Pune,West,2025-08-01,2025,Q3,5.96,11.54,2811,105.48,6.26,0,62.23,88.27,1.28,31,48,33,-8.4,122.26
STR-07,Kolkata,East,2025-08-01,2025,Q3,19.12,3.52,1655,108.86,8.65,0,58.04,83.53,1.16,48,10,14,0.51,128.59
STR-08,Ahmedabad,West,2025-08-01,2025,Q3,12.86,6.27,2710,102.51,5.65,0,37.7,96.31,1.42,36,33,8,4.65,132.43
STR-09,Jaipur,North,2025-08-01,2025,Q3,19.41,5.38,2035,100.09,2.47,0,60.97,98.73,0.62,25,23,26,-10.28,119.26
STR-10,Kochi,South,2025-08-01,2025,Q3,15.07,10.56,3096,100.11,7.95,0,69.67,83.41,0.82,40,30,7,1.33,153.35
STR-01,Mumbai,West,2025-09-01,2025,Q3,15.14,10.92,2699,108.93,10.06,0,41.4,89.67,0.98,67,47,13,10.37,146.06
STR-02,Delhi,North,2025-09-01,2025,Q3,16.59,12.75,2198,105.37,6.87,0,36.08,82.97,1.32,44,14,6,10.36,134.37
STR-03,Bengaluru,South,2025-09-01,2025,Q3,7.11,4.98,2853,100.97,11.0,0,59.58,79.44,1.55,68,46,22,6.18,139.6
STR-04,Chennai,South,2025-09-01,2025,Q3,19.08,10.18,3186,103.22,8.97,0,68.36,90.34,1.51,56,26,17,6.15,167.71
STR-05,Hyderabad,South,2025-09-01,2025,Q3,21.96,4.6,916,105.39,6.81,0,53.72,79.03,1.14,29,46,21,2.04,123.39
STR-06,Pune,West,2025-09-01,2025,Q3,16.17,10.2,1392,107.9,8.25,0,52.43,90.73,0.7,59,12,12,0.66,122.9
STR-07,Kolkata,East,2025-09-01,2025,Q3,19.84,9.79,1760,105.92,4.22,0,59.89,95.38,1.41,21,51,21,-3.87,132.91
STR-08,Ahmedabad,West,2025-09-01,2025,Q3,12.59,11.64,993,105.2,5.68,0,33.91,81.0,0.83,65,15,15,10.66,116.6
STR-09,Jaipur,North,2025-09-01,2025,Q3,13.59,5.35,3357,103.38,10.16,0,46.57,94.22,1.71,22,33,7,2.61,152.89
STR-10,Kochi,South,2025-09-01,2025,Q3,21.3,7.02,1400,109.23,10.84,0,51.84,89.6,0.86,18,41,28,-0.03,143.01
STR-01,Mumbai,West,2025-10-01,2025,Q4,5.58,9.83,2909,108.29,4.77,1,34.03,97.75,1.91,81,10,19,3.42,135.24
STR-02,Delhi,North,2025-10-01,2025,Q4,12.86,7.2,3168,100.97,4.33,1,63.79,81.06,0.88,23,49,20,-6.84,139.29
STR-03,Bengaluru,South,2025-10-01,2025,Q4,7.77,8.63,3001,106.26,11.12,1,37.74,97.18,1.86,40,50,28,3.15,159.51
STR-04,Chennai,South,2025-10-01,2025,Q4,15.54,9.39,2236,100.16,11.58,1,54.25,94.41,1.1,63,22,4,0.23,159.43
STR-05,Hyderabad,South,2025-10-01,2025,Q4,13.62,7.37,2251,102.5,7.28,1,46.26,98.37,0.8,38,35,13,-4.94,137.78
STR-06,Pune,West,2025-10-01,2025,Q4,14.24,7.99,1183,109.5,4.85,1,58.33,78.53,0.93,60,19,17,-11.26,115.7
STR-07,Kolkata,East,2025-10-01,2025,Q4,15.5,9.78,1200,105.17,8.04,1,47.05,78.87,0.69,67,28,23,11.89,150.94
STR-08,Ahmedabad,West,2025-10-01,2025,Q4,5.27,8.58,2565,108.27,7.45,1,55.56,92.63,1.8,67,49,7,10.23,155.65
STR-09,Jaipur,North,2025-10-01,2025,Q4,5.44,11.36,1823,101.95,2.04,1,48.92,85.02,0.79,20,17,17,-2.34,115.82
STR-10,Kochi,South,2025-10-01,2025,Q4,18.05,11.93,2929,101.24,4.95,1,66.71,79.86,1.14,60,50,32,10.82,188.46
STR-01,Mumbai,West,2025-11-01,2025,Q4,11.99,9.67,2258,107.53,2.32,1,37.48,90.9,0.89,46,43,23,-3.57,121.03
STR-02,Delhi,North,2025-11-01,2025,Q4,20.07,11.19,2273,107.73,4.71,1,50.78,82.15,1.8,49,33,28,9.65,166.26
STR-03,Bengaluru,South,2025-11-01,2025,Q4,19.92,12.6,1812,109.32,7.71,1,48.05,89.77,1.05,30,10,12,-6.21,142.43
STR-04,Chennai,South,2025-11-01,2025,Q4,6.4,7.97,3067,106.3,7.21,1,48.29,87.75,0.85,77,19,28,-7.24,133.8
STR-05,Hyderabad,South,2025-11-01,2025,Q4,17.18,10.6,3480,108.63,4.91,1,65.5,93.32,1.71,55,8,23,8.31,180.64
STR-06,Pune,West,2025-11-01,2025,Q4,21.88,7.2,1508,107.45,6.53,1,67.22,86.28,1.37,71,32,7,-6.58,148.39
STR-07,Kolkata,East,2025-11-01,2025,Q4,19.29,6.97,3273,102.46,6.92,1,62.62,96.8,0.65,42,41,21,-0.79,172.07
STR-08,Ahmedabad,West,2025-11-01,2025,Q4,15.44,7.47,1641,104.72,7.82,1,51.04,87.92,1.74,42,39,26,-3.81,149.38
STR-09,Jaipur,North,2025-11-01,2025,Q4,18.61,11.54,1610,105.83,4.85,1,60.09,83.01,1.52,25,15,11,0.27,151.66
STR-10,Kochi,South,2025-11-01,2025,Q4,21.13,6.81,1057,109.87,10.75,1,38.3,95.21,0.6,76,50,15,8.9,162.3
STR-01,Mumbai,West,2025-12-01,2025,Q4,16.71,8.33,964,108.12,9.1,0,49.8,96.74,0.88,42,23,9,3.43,116.13
STR-02,Delhi,North,2025-12-01,2025,Q4,21.52,5.47,1682,101.39,10.61,0,40.6,88.57,1.99,32,26,4,1.36,137.49
STR-03,Bengaluru,South,2025-12-01,2025,Q4,13.71,11.07,1554,104.1,3.68,0,60.15,94.48,0.75,39,15,15,9.43,121.17
STR-04,Chennai,South,2025-12-01,2025,Q4,5.05,5.99,1414,103.34,4.72,0,49.48,81.81,1.32,53,19,25,1.81,96.72
STR-05,Hyderabad,South,2025-12-01,2025,Q4,6.58,11.44,2287,107.65,5.61,0,61.74,82.33,0.82,27,42,18,-11.21,103.57
STR-06,Pune,West,2025-12-01,2025,Q4,8.83,10.24,2285,100.81,10.82,0,62.31,96.26,1.56,73,31,24,0.6,144.41
STR-07,Kolkata,East,2025-12-01,2025,Q4,16.1,12.19,2495,103.16,2.72,0,67.9,87.35,1.53,22,10,29,11.78,152.19
STR-08,Ahmedabad,West,2025-12-01,2025,Q4,7.75,11.0,1469,100.49,9.54,0,45.48,91.62,1.3,77,12,11,-8.75,112.68
STR-09,Jaipur,North,2025-12-01,2025,Q4,6.99,4.03,1140,103.51,4.17,0,58.29,92.42,1.33,59,34,32,-2.75,103.51
STR-10,Kochi,South,2025-12-01,2025,Q4,19.21,3.75,2094,109.88,10.47,0,54.03,91.16,1.06,66,32,24,6.49,154.11
STR-01,Mumbai,West,2026-01-01,2026,Q1,21.97,7.92,2483,109.96,3.19,0,41.3,84.9,1.61,19,43,9,-8.02,119.45
STR-02,Delhi,North,2026-01-01,2026,Q1,5.76,11.73,1440,104.4,2.28,0,53.23,83.93,1.42,63,19,17,10.16,105.76
STR-03,Bengaluru,South,2026-01-01,2026,Q1,9.89,9.79,2485,113.56,11.81,0,60.08,87.77,0.87,18,45,28,5.67,138.85
STR-04,Chennai,South,2026-01-01,2026,Q1,8.77,7.51,2321,112.26,8.84,0,56.44,91.65,0.94,47,31,15,-10.9,109.05
STR-05,Hyderabad,South,2026-01-01,2026,Q1,18.38,7.33,2314,106.45,4.09,0,54.34,82.88,0.64,45,11,27,-2.96,123.65
STR-06,Pune,West,2026-01-01,2026,Q1,11.46,7.31,1711,107.21,9.58,0,67.7,91.88,1.18,72,16,26,-1.01,130.0
STR-07,Kolkata,East,2026-01-01,2026,Q1,12.05,8.25,1458,105.04,6.15,0,36.71,86.62,1.36,37,21,31,-11.13,104.58
STR-08,Ahmedabad,West,2026-01-01,2026,Q1,15.56,7.58,943,106.5,3.18,0,40.24,83.77,1.13,16,22,19,-11.98,92.59
STR-09,Jaipur,North,2026-01-01,2026,Q1,7.75,3.94,1718,107.29,7.48,0,40.43,78.51,1.91,53,25,7,-8.96,101.83
STR-10,Kochi,South,2026-01-01,2026,Q1,7.49,12.81,2381,110.1,11.87,0,35.36,98.46,0.85,58,47,22,-1.92,136.23
STR-01,Mumbai,West,2026-02-01,2026,Q1,11.53,12.31,1699,113.97,5.79,0,56.65,98.33,0.63,25,26,31,1.63,114.11
STR-02,Delhi,North,2026-02-01,2026,Q1,16.97,4.49,2244,110.74,6.56,0,37.89,83.13,1.79,52,47,5,5.01,127.14
STR-03,Bengaluru,South,2026-02-01,2026,Q1,21.99,3.07,3172,110.74,2.6,0,54.41,92.36,1.4,26,29,14,4.73,140.71
STR-04,Chennai,South,2026-02-01,2026,Q1,15.1,5.08,3275,112.82,8.67,0,49.93,84.75,0.67,54,49,11,-11.73,124.21
STR-05,Hyderabad,South,2026-02-01,2026,Q1,21.77,5.22,1240,105.69,4.84,0,47.89,84.81,1.71,72,8,32,9.01,137.25
STR-06,Pune,West,2026-02-01,2026,Q1,7.61,10.77,1388,113.13,7.18,0,44.78,81.3,0.57,25,22,11,9.94,108.7
STR-07,Kolkata,East,2026-02-01,2026,Q1,18.55,12.7,3270,109.92,4.57,0,52.63,84.73,0.96,22,15,21,-7.6,139.39
STR-08,Ahmedabad,West,2026-02-01,2026,Q1,12.98,9.51,1559,113.31,7.06,0,63.14,91.73,1.58,23,17,25,9.0,137.23
STR-09,Jaipur,North,2026-02-01,2026,Q1,15.43,5.78,2834,110.06,2.66,0,41.17,79.27,1.35,21,49,8,2.65,128.04
STR-10,Kochi,South,2026-02-01,2026,Q1,18.44,11.22,1264,109.49,7.63,0,49.97,91.76,0.85,36,46,33,-9.65,128.27
STR-01,Mumbai,West,2026-03-01,2026,Q1,19.1,8.94,2115,111.46,2.84,1,61.43,90.39,0.71,32,22,6,6.02,141.2
STR-02,Delhi,North,2026-03-01,2026,Q1,9.98,11.89,2170,110.98,4.79,1,58.94,97.91,0.68,68,34,13,-6.37,127.27
STR-03,Bengaluru,South,2026-03-01,2026,Q1,11.69,10.42,2441,109.71,5.14,1,37.37,83.61,1.8,48,8,22,-2.93,135.92
STR-04,Chennai,South,2026-03-01,2026,Q1,18.43,3.64,1868,106.3,11.85,1,58.83,90.97,0.56,32,21,9,3.25,153.15
STR-05,Hyderabad,South,2026-03-01,2026,Q1,11.46,12.24,2650,108.47,9.5,1,69.07,87.68,1.48,68,38,31,-6.03,162.71
STR-06,Pune,West,2026-03-01,2026,Q1,20.07,3.98,3045,111.83,8.15,1,50.83,90.96,0.77,60,45,10,-5.52,157.6
STR-07,Kolkata,East,2026-03-01,2026,Q1,15.16,7.42,1260,112.83,5.74,1,48.95,86.6,0.81,32,14,25,-1.24,129.3
STR-08,Ahmedabad,West,2026-03-01,2026,Q1,5.28,12.64,1079,111.24,10.69,1,66.46,85.09,1.44,72,11,22,-5.58,134.07
STR-09,Jaipur,North,2026-03-01,2026,Q1,8.77,4.14,1549,111.81,9.61,1,44.02,82.31,1.21,61,41,20,10.06,144.03
STR-10,Kochi,South,2026-03-01,2026,Q1,19.87,12.16,1362,113.65,6.65,1,33.8,79.75,1.12,74,35,11,-7.92,141.23
STR-01,Mumbai,West,2026-04-01,2026,Q2,21.2,4.95,1040,111.61,8.41,1,57.69,84.96,1.49,82,27,9,10.5,152.21
STR-02,Delhi,North,2026-04-01,2026,Q2,10.13,5.55,1877,110.56,6.51,1,56.03,81.35,1.53,64,44,12,-5.45,124.71
STR-03,Bengaluru,South,2026-04-01,2026,Q2,7.76,6.32,2987,108.54,3.9,1,39.33,89.38,0.74,38,36,24,10.65,138.77
STR-04,Chennai,South,2026-04-01,2026,Q2,12.26,12.01,2303,104.43,9.21,1,60.92,95.7,0.63,21,11,27,-2.96,149.91
STR-05,Hyderabad,South,2026-04-01,2026,Q2,10.16,4.73,2112,104.64,10.27,1,56.3,93.44,1.58,84,14,29,-7.59,144.26
STR-06,Pune,West,2026-04-01,2026,Q2,5.01,8.99,1682,105.24,3.86,1,44.61,79.47,0.63,39,43,31,-4.51,112.32
STR-07,Kolkata,East,2026-04-01,2026,Q2,21.7,12.64,3354,111.15,8.01,1,58.24,80.02,0.82,24,32,6,2.5,179.87
STR-08,Ahmedabad,West,2026-04-01,2026,Q2,21.77,9.72,1352,113.85,8.78,1,33.53,96.21,1.08,64,39,4,0.17,152.9
STR-09,Jaipur,North,2026-04-01,2026,Q2,20.93,5.57,3020,105.74,2.58,1,35.06,93.27,1.8,49,14,8,-5.08,155.12
STR-10,Kochi,South,2026-04-01,2026,Q2,8.32,3.27,1537,111.0,8.48,1,46.75,89.66,0.69,53,33,8,10.36,136.64
STR-01,Mumbai,West,2026-05-01,2026,Q2,17.95,12.23,3013,110.49,11.28,0,47.83,78.08,0.64,79,17,7,-9.71,135.52
STR-02,Delhi,North,2026-05-01,2026,Q2,10.98,10.01,3424,109.9,3.46,0,60.42,85.45,0.57,70,44,12,-4.07,122.6
STR-03,Bengaluru,South,2026-05-01,2026,Q2,9.66,11.12,987,110.96,3.39,0,62.7,92.22,0.83,68,21,23,-0.4,100.9
STR-04,Chennai,South,2026-05-01,2026,Q2,12.47,4.12,1243,105.0,3.64,0,37.04,98.04,0.96,51,18,14,-4.27,93.03
STR-05,Hyderabad,South,2026-05-01,2026,Q2,20.27,8.63,2755,107.0,3.15,0,53.14,85.26,1.71,79,35,30,-0.66,147.41
STR-06,Pune,West,2026-05-01,2026,Q2,21.51,8.53,1975,108.89,2.37,0,62.55,80.13,1.0,33,20,20,-10.97,119.45
STR-07,Kolkata,East,2026-05-01,2026,Q2,6.35,9.96,1674,108.77,5.39,0,40.67,81.96,1.66,20,23,32,-8.64,101.44
STR-08,Ahmedabad,West,2026-05-01,2026,Q2,21.31,8.95,1350,111.1,9.04,0,63.15,88.15,1.32,59,14,13,-9.47,133.67
STR-09,Jaipur,North,2026-05-01,2026,Q2,16.3,3.34,989,104.94,3.91,0,56.27,91.2,1.16,34,9,6,-1.6,108.32
STR-10,Kochi,South,2026-05-01,2026,Q2,11.0,10.2,2795,108.92,6.87,0,68.72,93.88,1.27,55,46,18,-11.36,136.36
STR-01,Mumbai,West,2026-06-01,2026,Q2,21.02,6.19,2060,113.99,9.19,0,33.8,79.3,0.59,32,29,21,-10.28,114.06
STR-02,Delhi,North,2026-06-01,2026,Q2,20.87,12.37,2280,110.17,4.92,0,34.43,93.49,0.7,53,12,6,-4.53,122.42
STR-03,Bengaluru,South,2026-06-01,2026,Q2,5.21,7.34,2974,112.01,8.04,0,64.18,86.54,1.78,64,47,19,-6.65,123.53
STR-04,Chennai,South,2026-06-01,2026,Q2,21.05,5.75,2703,106.43,5.67,0,45.35,89.02,1.83,16,44,12,0.5,143.17
STR-05,Hyderabad,South,2026-06-01,2026,Q2,10.78,11.22,1873,105.04,7.03,0,57.53,94.71,1.4,26,47,27,-2.57,128.15
STR-06,Pune,West,2026-06-01,2026,Q2,5.56,4.16,3226,107.29,6.95,0,45.54,89.77,1.25,17,33,24,4.01,126.58
STR-07,Kolkata,East,2026-06-01,2026,Q2,10.41,6.46,1615,109.96,5.15,0,44.55,92.57,1.49,55,25,8,-1.41,109.61
STR-08,Ahmedabad,West,2026-06-01,2026,Q2,20.18,3.36,3157,105.63,7.07,0,48.12,78.21,1.88,74,31,17,10.9,166.5
STR-09,Jaipur,North,2026-06-01,2026,Q2,9.87,11.66,2155,109.57,4.03,0,58.04,89.53,1.92,79,31,17,-5.56,127.33
STR-10,Kochi,South,2026-06-01,2026,Q2,7.35,9.99,1525,104.28,9.4,0,67.22,79.57,0.71,83,11,24,3.55,130.06
STR-01,Mumbai,West,2026-07-01,2026,Q3,6.17,11.34,2045,113.07,10.78,0,62.88,88.83,0.91,51,47,19,-9.58,111.98
STR-02,Delhi,North,2026-07-01,2026,Q3,16.2,4.34,2304,104.54,5.0,0,40.82,91.02,1.69,50,40,5,8.41,131.04
STR-03,Bengaluru,South,2026-07-01,2026,Q3,19.63,6.42,1611,108.03,3.54,0,52.09,79.81,1.82,61,39,31,7.72,135.86
STR-04,Chennai,South,2026-07-01,2026,Q3,14.56,8.58,3244,106.48,2.76,0,53.35,84.9,1.02,83,27,4,2.31,133.55
STR-05,Hyderabad,South,2026-07-01,2026,Q3,9.49,4.88,1022,107.64,10.79,0,44.79,92.26,1.65,17,19,13,7.72,118.47
STR-06,Pune,West,2026-07-01,2026,Q3,16.76,8.59,2564,104.35,11.91,0,61.73,97.69,1.86,15,9,4,7.0,162.75
STR-07,Kolkata,East,2026-07-01,2026,Q3,12.67,10.9,1807,106.88,9.51,0,62.13,91.01,0.99,15,29,13,11.2,144.66
STR-08,Ahmedabad,West,2026-07-01,2026,Q3,12.47,7.47,2963,108.1,7.53,0,48.43,95.36,1.87,53,15,31,1.54,149.58
STR-09,Jaipur,North,2026-07-01,2026,Q3,12.52,10.05,1111,109.63,9.0,0,60.49,92.2,1.63,73,43,10,-0.04,132.79
STR-10,Kochi,South,2026-07-01,2026,Q3,15.0,3.02,3388,110.1,3.29,0,63.02,93.06,1.65,74,23,15,8.5,154.61
STR-01,Mumbai,West,2026-08-01,2026,Q3,12.04,8.71,1901,110.45,9.18,0,53.55,88.43,1.72,15,35,24,-5.33,120.89
STR-02,Delhi,North,2026-08-01,2026,Q3,21.3,10.07,1222,113.71,11.19,0,60.7,90.8,0.8,84,11,20,6.37,144.59
STR-03,Bengaluru,South,2026-08-01,2026,Q3,13.85,11.68,3089,107.81,7.06,0,48.43,80.28,0.77,22,25,29,-0.37,136.85
STR-04,Chennai,South,2026-08-01,2026,Q3,5.83,3.16,967,105.64,9.05,0,62.22,82.79,1.41,48,44,8,-4.71,97.0
STR-05,Hyderabad,South,2026-08-01,2026,Q3,20.11,8.44,2305,106.25,5.3,0,49.9,88.08,2.0,77,15,7,8.45,151.47
STR-06,Pune,West,2026-08-01,2026,Q3,19.68,8.53,1632,109.19,4.92,0,62.37,88.46,1.89,39,31,22,0.34,139.3
STR-07,Kolkata,East,2026-08-01,2026,Q3,17.09,8.04,1097,105.84,11.73,0,62.86,96.08,1.25,78,33,29,-4.64,141.29
STR-08,Ahmedabad,West,2026-08-01,2026,Q3,17.95,4.4,1506,108.46,5.22,0,46.71,95.22,0.92,36,40,26,-10.23,114.74
STR-09,Jaipur,North,2026-08-01,2026,Q3,18.02,10.92,2529,111.22,11.15,0,62.43,86.2,1.25,43,41,27,-4.98,158.83
STR-10,Kochi,South,2026-08-01,2026,Q3,18.67,6.28,1497,104.87,2.44,0,69.91,96.26,1.83,71,21,32,-1.48,139.61

